,car,price,body,mileage,engV,engType,registration,year,model,drive,engV_cat,age,age_Group,price_cat,mpy,mpy_cat
1733,Land Rover,43999.0,crossover,56.0,2.2,Diesel,yes,2013,Range Rover Evoque,full,Moderate,3,1-3,Moderate,18.67,High
1734,Chevrolet,5650.0,sedan,140.0,1.6,Petrol,yes,2006,Lacetti,front,Low,10,6-10,Low,14.0,Moderate
1735,Mazda,6700.0,other,123.0,1.6,Petrol,yes,2009,3,front,Low,7,6-10,Low,17.57,High
1736,BMW,7000.0,sedan,280.0,3.0,Petrol,yes,2001,530,rear,Moderate,15,10-29,Low,18.67,High
1737,Subaru,12700.0,crossover,130.0,3.0,Gas,yes,2007,Tribeca,full,Moderate,9,6-10,Moderate,14.44,Moderate
1738,Mercedes-Benz,7450.0,sedan,219.0,2.0,Petrol,yes,2000,C-Class,rear,Low,16,10-29,Low,13.69,Moderate
1739,Toyota,10500.0,sedan,82.0,1.35,Petrol,yes,2010,Corolla,front,Low,6,3-6,Moderate,13.67,Moderate
1740,Toyota,28900.0,crossover,83.0,3.5,Petrol,yes,2012,Highlander,full,Moderate,4,3-6,Moderate,20.75,High
1741,Toyota,10500.0,sedan,124.0,1.8,Petrol,yes,2008,Avensis,front,Low,8,6-10,Moderate,15.5,High
1742,Audi,7500.0,vagon,240.0,2.0,Petrol,yes,2002,A4,front,Low,14,10-29,Low,17.14,High
1743,BMW,2250.0,sedan,350.0,2.5,Diesel,yes,1998,525,rear,Moderate,18,10-29,Low,19.44,High
1744,Toyota,14100.0,hatch,67.0,1.6,Petrol,yes,2012,Auris,front,Low,4,3-6,Moderate,16.75,High
1745,Infiniti,14200.0,crossover,129.0,3.5,Petrol,yes,2004,FX 35,full,Moderate,12,10-29,Moderate,10.75,Moderate
1746,Toyota,13300.0,sedan,158.0,2.0,Gas,yes,2009,Avensis,front,Low,7,6-10,Moderate,22.57,High
1747,Mercedes-Benz,11200.0,other,198.0,6.0,Petrol,yes,2004,S 600,rear,High,12,10-29,Moderate,16.5,High
1748,Mercedes-Benz,11200.0,sedan,198.0,6.0,Petrol,yes,2004,S 600,rear,High,12,10-29,Moderate,16.5,High
1749,BMW,3900.0,sedan,380.0,3.0,Gas,yes,1989,530,rear,Moderate,27,10-29,Low,14.07,Moderate
1750,Infiniti,13200.0,crossover,160.0,3.5,Petrol,yes,2003,FX 35,full,Moderate,13,10-29,Moderate,12.31,Moderate
1751,Mitsubishi,4999.0,sedan,60.0,1.6,Petrol,yes,2007,Lancer,front,Low,9,6-10,Low,6.67,Low
1753,Toyota,18900.0,crossover,161.0,2.7,Gas,yes,2005,Land Cruiser Prado,full,Moderate,11,10-29,Moderate,14.64,Moderate
1754,Subaru,19900.0,vagon,118.0,2.5,Petrol,yes,2013,Outback,full,Moderate,3,1-3,Moderate,39.33,Extreme
1755,Volkswagen,6400.0,sedan,381.0,2.5,Diesel,yes,2000,T4 (Transporter) груз,full,Moderate,16,10-29,Low,23.81,High
1756,Land Rover,22999.0,crossover,167.0,4.2,Gas,yes,2006,Range Rover Evoque,full,High,10,6-10,Moderate,16.7,High
1757,Ford,6500.0,hatch,97.0,1.4,Petrol,yes,2008,Fusion,front,Low,8,6-10,Low,12.12,Moderate
1758,Honda,11000.0,sedan,142.0,2.4,Petrol,yes,2008,Accord,front,Moderate,8,6-10,Moderate,17.75,High
1759,Skoda,8699.0,hatch,122.0,1.6,Petrol,yes,2009,Octavia Tour,front,Low,7,6-10,Low,17.43,High
1760,BMW,10000.0,sedan,274.0,4.4,Gas,yes,1998,540,rear,High,18,10-29,Low,15.22,High
1761,BMW,2600.0,sedan,270.0,2.0,Diesel,no,1998,320,rear,Low,18,10-29,Low,15.0,Moderate
1762,BMW,4500.0,sedan,140.0,3.0,Diesel,no,2000,530,rear,Moderate,16,10-29,Low,8.75,Low
1763,Mitsubishi,12800.0,crossover,153.0,1.6,Gas,yes,2011,ASX,front,Low,5,3-6,Moderate,30.6,Extreme
1764,Audi,30999.0,sedan,108.0,2.0,Diesel,yes,2013,A6,front,Low,3,1-3,Moderate,36.0,Extreme
1765,ZAZ,6500.0,hatch,1.0,1.5,Petrol,yes,2015,Forza,front,Low,1,0-1,Low,1.0,Low
1766,Skoda,19200.0,sedan,60.0,1.4,Petrol,yes,2015,Octavia A7,front,Low,1,0-1,Moderate,60.0,Extreme
1767,BMW,1700.0,sedan,200.0,2.0,Diesel,no,2003,320,rear,Low,13,10-29,Low,15.38,High
1768,BMW,50499.0,sedan,128.0,3.0,Diesel,yes,2013,730,full,Moderate,3,1-3,High,42.67,Extreme
1769,BMW,18500.0,sedan,79.0,3.0,Diesel,no,2012,530,rear,Moderate,4,3-6,Moderate,19.75,High
1770,Audi,90999.0,sedan,4.0,3.0,Diesel,yes,2015,A8,full,Moderate,1,0-1,High,4.0,Low
1771,Audi,85555.0,sedan,40.0,3.0,Diesel,yes,2015,A8,full,Moderate,1,0-1,High,40.0,Extreme
1772,Volkswagen,14899.0,van,158.0,2.0,Diesel,yes,2012,T5 (Transporter) груз,front,Low,4,3-6,Moderate,39.5,Extreme
1773,Audi,2500.0,vagon,300.0,2.5,Diesel,no,2002,A6,front,Moderate,14,10-29,Low,21.43,High
1774,Toyota,23200.0,crossover,160.0,4.0,Petrol,yes,2008,Land Cruiser Prado,full,Moderate,8,6-10,Moderate,20.0,High
1775,Volkswagen,2600.0,sedan,330.0,1.9,Petrol,no,1999,Passat B5,front,Low,17,10-29,Low,19.41,High
1776,Subaru,10700.0,vagon,120.0,2.5,Petrol,yes,2006,Outback,full,Moderate,10,6-10,Moderate,12.0,Moderate
1777,Mazda,11800.0,crossover,165.0,2.3,Petrol,yes,2008,CX-7,front,Moderate,8,6-10,Moderate,20.62,High
1778,Hyundai,13400.0,crossover,157.0,2.7,Gas,yes,2006,Santa FE,full,Moderate,10,6-10,Moderate,15.7,High
1779,Honda,15000.0,sedan,129.0,2.4,Gas,yes,2010,Accord,front,Moderate,6,3-6,Moderate,21.5,High
1780,Chevrolet,5444.0,sedan,120.0,1.6,Gas,yes,2007,Aveo,front,Low,9,6-10,Low,13.33,Moderate
1781,Volkswagen,28500.0,other,38.0,2.0,Diesel,yes,2015,Tiguan,full,Low,1,0-1,Moderate,38.0,Extreme
1782,BMW,3500.0,sedan,300.0,3.0,Diesel,no,1999,530,rear,Moderate,17,10-29,Low,17.65,High
1783,Ford,8900.0,sedan,15.0,2.0,Petrol,yes,1988,Sierra,rear,Low,28,10-29,Low,0.54,Low
1784,Toyota,30990.0,crossover,68.0,2.7,Gas,yes,2012,Land Cruiser Prado,full,Moderate,4,3-6,Moderate,17.0,High
1785,Honda,12200.0,sedan,185.0,2.4,Gas,yes,2008,Accord,front,Moderate,8,6-10,Moderate,23.12,High
1786,Mercedes-Benz,199999.0,crossover,0.0,5.5,Petrol,yes,2016,GLS 63,full,High,0,0-1,Extreme,0.0,Low
1787,Toyota,18600.0,hatch,73.0,1.6,Petrol,yes,2013,Auris,front,Low,3,1-3,Moderate,24.33,High
1788,Mercedes-Benz,109999.0,van,0.0,2.2,Diesel,yes,2016,V 250,full,Moderate,0,0-1,Extreme,0.0,Low
1789,Hyundai,21700.0,crossover,63.0,2.2,Diesel,yes,2012,Santa FE,full,Moderate,4,3-6,Moderate,15.75,High
1790,Skoda,13200.0,vagon,98.0,1.6,Diesel,yes,2012,Octavia A5,front,Low,4,3-6,Moderate,24.5,High
1791,Honda,18900.0,crossover,88.0,2.0,Petrol,yes,2011,CR-V,full,Low,5,3-6,Moderate,17.6,High
1792,Toyota,17900.0,crossover,133.0,2.7,Gas,yes,2007,Land Cruiser Prado,full,Moderate,9,6-10,Moderate,14.78,Moderate
1793,Honda,13000.0,sedan,116.0,2.0,Petrol,yes,2007,Accord,front,Low,9,6-10,Moderate,12.89,Moderate
1794,Nissan,2100.0,sedan,380.0,3.0,Gas,yes,1991,Maxima,front,Moderate,25,10-29,Low,15.2,High
1795,BMW,12000.0,sedan,237.0,3.0,Diesel,yes,2003,530,rear,Moderate,13,10-29,Moderate,18.23,High
1796,Hyundai,26900.0,crossover,59.0,2.4,Petrol,yes,2013,Santa FE,full,Moderate,3,1-3,Moderate,19.67,High
1797,Hyundai,18300.0,hatch,0.0,1.4,Petrol,yes,2016,i20,front,Low,0,0-1,Moderate,0.0,Low
1798,Volkswagen,9800.0,other,117.0,1.6,Diesel,yes,2014,Caddy груз.,front,Low,2,1-3,Low,58.5,Extreme
1799,Peugeot,3900.0,van,220.0,1.9,Diesel,yes,2007,Partner груз.,front,Low,9,6-10,Low,24.44,High
1800,BMW,19990.0,sedan,1.0,2.0,Diesel,yes,2008,320,rear,Low,8,6-10,Moderate,0.12,Low
1801,Jeep,27500.0,crossover,93.0,6.1,Petrol,yes,2007,Grand Cherokee,full,Extreme,9,6-10,Moderate,10.33,Moderate
1802,Volkswagen,11900.0,other,112.0,2.0,Diesel,yes,2011,T6 (Transporter) груз,front,Low,5,3-6,Moderate,22.4,High
1803,Lexus,14500.0,crossover,223.0,3.3,Petrol,yes,2003,RX 330,full,Moderate,13,10-29,Moderate,17.15,High
1804,Land Rover,25300.0,crossover,127.0,3.6,Diesel,yes,2007,Range Rover,full,Moderate,9,6-10,Moderate,14.11,Moderate
1805,Nissan,7600.0,sedan,178.0,2.0,Gas,yes,2004,Maxima,front,Low,12,10-29,Low,14.83,Moderate
1806,BMW,3500.0,sedan,185.0,2.0,Diesel,no,2002,320,rear,Low,14,10-29,Low,13.21,Moderate
1807,BMW,9700.0,sedan,267.0,2.0,Diesel,yes,2002,320,rear,Low,14,10-29,Low,19.07,High
1808,Chevrolet,4100.0,sedan,208.0,1.5,Gas,yes,2004,Aveo,front,Low,12,10-29,Low,17.33,High
1809,Peugeot,28000.0,other,32.0,1.6,Petrol,yes,2013,RCZ,front,Low,3,1-3,Moderate,10.67,Moderate
1810,Mitsubishi,7700.0,sedan,135.0,2.0,Gas,yes,2007,Lancer,front,Low,9,6-10,Low,15.0,Moderate
1811,Fiat,12500.0,van,92.0,1.4,Gas,yes,2013,Doblo пасс.,front,Low,3,1-3,Moderate,30.67,Extreme
1812,Opel,3250.0,sedan,140.0,1.6,Petrol,yes,1996,Vectra B,front,Low,20,10-29,Low,7.0,Low
1813,Subaru,6200.0,sedan,230.0,1.6,Petrol,yes,2003,Impreza,front,Low,13,10-29,Low,17.69,High
1814,BMW,2500.0,sedan,290.0,2.0,Diesel,no,1999,320,front,Low,17,10-29,Low,17.06,High
1815,Infiniti,36900.0,crossover,82.0,3.0,Diesel,yes,2012,FX 30,full,Moderate,4,3-6,Moderate,20.5,High
1816,Toyota,16200.0,crossover,219.0,2.7,Petrol,yes,2006,Land Cruiser Prado,full,Moderate,10,6-10,Moderate,21.9,High
1817,Hyundai,12500.0,crossover,134.0,2.7,Gas,yes,2007,Santa FE,full,Moderate,9,6-10,Moderate,14.89,Moderate
1818,Opel,3950.0,hatch,10.0,1.6,Gas,yes,1992,Astra F,front,Low,24,10-29,Low,0.42,Low
1819,Fiat,7200.0,vagon,107.0,1.3,Diesel,yes,2008,Doblo пасс.,front,Low,8,6-10,Low,13.38,Moderate
1820,Opel,8900.0,hatch,160.0,1.23,Petrol,yes,2011,Corsa,front,Low,5,3-6,Low,32.0,Extreme
1821,ZAZ,1150.0,hatch,49.0,1.1,Other,yes,2002,1102 Таврия,front,Low,14,10-29,Low,3.5,Low
1822,Mercedes-Benz,6800.0,sedan,286.0,2.7,Other,yes,2000,E-Class,rear,Moderate,16,10-29,Low,17.88,High
1823,Renault,8300.0,van,141.0,2.0,Diesel,yes,2011,Trafic груз.,front,Low,5,3-6,Low,28.2,Extreme
1824,Mercedes-Benz,16800.0,van,116.0,2.2,Diesel,yes,2013,Vito пасс.,full,Moderate,3,1-3,Moderate,38.67,Extreme
1825,Volkswagen,6800.0,vagon,160.0,2.8,Petrol,yes,2001,Sharan,front,Moderate,15,10-29,Low,10.67,Moderate
1826,BMW,7500.0,sedan,275.0,2.0,Gas,yes,1998,520,rear,Low,18,10-29,Low,15.28,High
1827,Peugeot,4300.0,other,149.0,1.4,Petrol,yes,2008,Partner груз.,front,Low,8,6-10,Low,18.62,High
1828,BMW,4000.0,sedan,380.0,2.0,Petrol,yes,1991,320,rear,Low,25,10-29,Low,15.2,High
1829,Subaru,8700.0,hatch,118.0,1.5,Petrol,yes,2008,Impreza,full,Low,8,6-10,Low,14.75,Moderate
1830,BMW,27900.0,sedan,170.0,3.0,Petrol,yes,2011,530,rear,Moderate,5,3-6,Moderate,34.0,Extreme
1833,Mercedes-Benz,86000.0,crossover,3.0,3.0,Diesel,yes,2016,GLS 350,full,Moderate,0,0-1,High,0.0,Low
1834,Suzuki,14300.0,crossover,77.0,2.4,Petrol,yes,2010,Grand Vitara,full,Moderate,6,3-6,Moderate,12.83,Moderate
1835,Hyundai,19700.0,crossover,127.0,2.2,Diesel,yes,2012,Santa FE,full,Moderate,4,3-6,Moderate,31.75,Extreme
1837,Mercedes-Benz,9999.0,van,127.0,2.2,Diesel,yes,2005,Vito пасс.,rear,Moderate,11,10-29,Low,11.55,Moderate
1838,BMW,17900.0,sedan,69.0,2.0,Petrol,yes,2008,320,rear,Low,8,6-10,Moderate,8.62,Low
1839,ZAZ,4600.0,sedan,29.0,1.3,Petrol,yes,2015,Sens,front,Low,1,0-1,Low,29.0,Extreme
1840,BMW,2500.0,sedan,242.0,3.0,Diesel,no,2001,530,rear,Moderate,15,10-29,Low,16.13,High
1841,VAZ,3000.0,hatch,112.0,1.6,Petrol,yes,2007,2113,front,Low,9,6-10,Low,12.44,Moderate
1842,Land Rover,107000.0,crossover,82.0,4.4,Diesel,yes,2014,Range Rover,full,High,2,1-3,Extreme,41.0,Extreme
1843,Peugeot,11000.0,crossover,110.0,1.6,Gas,yes,2013,3008,front,Low,3,1-3,Moderate,36.67,Extreme
1844,Hyundai,15600.0,other,134.0,2.7,Gas,yes,2008,Santa FE,full,Moderate,8,6-10,Moderate,16.75,High
1845,Opel,10500.0,sedan,103.0,2.2,Gas,yes,2008,Vectra C,front,Moderate,8,6-10,Moderate,12.88,Moderate
1846,Daewoo,4850.0,sedan,33.0,1.5,Petrol,yes,2011,Lanos,front,Low,5,3-6,Low,6.6,Low
1847,Mitsubishi,5300.0,hatch,240.0,1.8,Petrol,yes,2000,Carisma,front,Low,16,10-29,Low,15.0,Moderate
1848,Volkswagen,7300.0,van,214.0,1.9,Diesel,yes,2001,T4 (Transporter) пасс.,front,Low,15,10-29,Low,14.27,Moderate
1849,Chevrolet,6000.0,sedan,132.0,1.8,Gas,yes,2007,Lacetti,front,Low,9,6-10,Low,14.67,Moderate
1850,Infiniti,14800.0,crossover,150.0,3.5,Gas,yes,2005,FX 35,full,Moderate,11,10-29,Moderate,13.64,Moderate
1851,Mitsubishi,14999.0,crossover,115.0,3.0,Petrol,yes,2008,Outlander XL,full,Moderate,8,6-10,Moderate,14.38,Moderate
1852,BMW,12900.0,sedan,121.0,2.0,Petrol,yes,2007,318,rear,Low,9,6-10,Moderate,13.44,Moderate
1853,Chrysler,6900.0,sedan,180.0,2.0,Gas,yes,2002,PT Cruiser,front,Low,14,10-29,Low,12.86,Moderate
1855,Mercedes-Benz,28500.0,other,65.0,1.8,Petrol,yes,2011,E-Class,rear,Low,5,3-6,Moderate,13.0,Moderate
1856,Renault,11900.0,other,162.0,2.3,Other,yes,2011,Master груз.,front,Moderate,5,3-6,Moderate,32.4,Extreme
1857,BMW,27500.0,sedan,100.0,2.0,Petrol,yes,2012,520,rear,Low,4,3-6,Moderate,25.0,High
1858,Mitsubishi,16500.0,crossover,150.0,3.5,Gas,yes,2008,Outlander XL,full,Moderate,8,6-10,Moderate,18.75,High
1859,Hyundai,11300.0,crossover,166.0,2.0,Petrol,yes,2008,Tucson,full,Low,8,6-10,Moderate,20.75,High
1860,Seat,8500.0,hatch,167.0,2.0,Diesel,yes,2008,Altea,front,Low,8,6-10,Low,20.88,High
1861,Kia,12000.495,sedan,1.0,1.4,Petrol,yes,2015,Rio,front,Low,1,0-1,Moderate,1.0,Low
1862,Honda,27802.50525,crossover,1.0,2.4,Petrol,yes,2016,CR-V,full,Moderate,0,0-1,Moderate,0.0,Low
1863,Mitsubishi,19400.0,crossover,78.0,2.4,Petrol,yes,2012,Outlander XL,full,Moderate,4,3-6,Moderate,19.5,High
1864,Volkswagen,28000.0,crossover,132.0,2.0,Diesel,yes,2011,Amarok,full,Low,5,3-6,Moderate,26.4,Extreme
1865,Kia,16153.8,vagon,1.0,1.6,Petrol,yes,2016,Ceed,front,Low,0,0-1,Moderate,0.0,Low
1866,Skoda,14356.875,sedan,1.0,1.6,Petrol,yes,2015,Octavia A7,front,Low,1,0-1,Moderate,1.0,Low
1867,Renault,24193.65,van,1.0,1.6,Diesel,yes,2015,Trafic пасс.,front,Low,1,0-1,Moderate,1.0,Low
1868,Honda,9500.0,sedan,150.0,1.8,Petrol,yes,2007,Civic,front,Low,9,6-10,Low,16.67,High
1869,Audi,5300.0,other,182.0,2.5,Diesel,no,2002,A4,full,Moderate,14,10-29,Low,13.0,Moderate
1870,Kia,8500.0,sedan,120.0,2.0,Other,yes,2007,Magentis,front,Low,9,6-10,Low,13.33,Moderate
1871,Chevrolet,5200.0,sedan,117.0,1.5,Petrol,yes,2006,Aveo,front,Low,10,6-10,Low,11.7,Moderate
1872,Audi,39999.0,crossover,45.0,2.0,Diesel,yes,2014,Q5,full,Low,2,1-3,Moderate,22.5,High
1873,Jaguar,32000.0,sedan,56.0,2.0,Petrol,yes,2013,XF,rear,Low,3,1-3,Moderate,18.67,High
1874,BMW,2899.0,sedan,260.0,2.0,Diesel,no,2000,320,rear,Low,16,10-29,Low,16.25,High
1875,BMW,15500.0,sedan,216.0,2.0,Diesel,yes,2008,320,rear,Low,8,6-10,Moderate,27.0,Extreme
1876,Daewoo,3150.0,sedan,208.0,1.6,Petrol,yes,1999,Nubira,front,Low,17,10-29,Low,12.24,Moderate
1877,BMW,13700.0,sedan,276.0,3.0,Diesel,yes,2004,530,rear,Moderate,12,10-29,Moderate,23.0,High
1878,BMW,9800.0,sedan,350.0,3.0,Diesel,yes,2001,530,rear,Moderate,15,10-29,Low,23.33,High
1879,Volkswagen,8200.0,sedan,258.0,1.9,Diesel,yes,2004,Passat B5,front,Low,12,10-29,Low,21.5,High
1880,Opel,2500.0,sedan,125.0,1.8,Petrol,no,2002,Vectra B,front,Low,14,10-29,Low,8.93,Low
1881,Nissan,9800.0,hatch,79.0,1.6,Gas,yes,2009,TIIDA,front,Low,7,6-10,Low,11.29,Moderate
1882,Land Rover,27500.0,crossover,190.0,3.6,Diesel,yes,2008,Range Rover,full,Moderate,8,6-10,Moderate,23.75,High
1883,Land Rover,38000.0,crossover,130.0,3.6,Diesel,yes,2010,Range Rover,full,Moderate,6,3-6,Moderate,21.67,High
1884,Chevrolet,12500.0,sedan,64.0,1.8,Petrol,yes,2013,Cruze,front,Low,3,1-3,Moderate,21.33,High
1885,Volkswagen,2999.0,vagon,239.0,1.9,Diesel,no,2003,Passat B5,front,Low,13,10-29,Low,18.38,High
1886,Skoda,25900.0,sedan,72.0,1.8,Petrol,yes,2014,Superb,front,Low,2,1-3,Moderate,36.0,Extreme
1887,Peugeot,7500.0,hatch,530.0,1.0,Petrol,yes,2012,107,front,Low,4,3-6,Low,132.5,Extreme
1888,Mercedes-Benz,15250.0,sedan,210.0,2.2,Diesel,yes,2006,E-Class,rear,Moderate,10,6-10,Moderate,21.0,High
1889,Volkswagen,20500.0,hatch,800.0,2.0,Diesel,yes,2013,Golf VII,front,Low,3,1-3,Moderate,266.67,Extreme
1890,Mercedes-Benz,6700.0,van,1.0,2.2,Diesel,yes,2004,Vito пасс.,rear,Moderate,12,10-29,Low,0.08,Low
1891,Mercedes-Benz,295000.0,sedan,29.0,6.0,Petrol,yes,2011,S 600,rear,High,5,3-6,Extreme,5.8,Low
1892,Peugeot,6900.0,van,162.0,1.6,Diesel,yes,2008,Partner груз.,front,Low,8,6-10,Low,20.25,High
1893,Daewoo,3200.0,sedan,147.0,1.3,Gas,yes,2001,Lanos,front,Low,15,10-29,Low,9.8,Low
1894,Land Rover,25000.0,crossover,175.0,4.2,Gas,yes,2007,Range Rover,full,High,9,6-10,Moderate,19.44,High
1895,Volkswagen,12900.0,van,180.0,2.0,Diesel,yes,2012,T5 (Transporter) груз,front,Low,4,3-6,Moderate,45.0,Extreme
1896,Mazda,9400.0,sedan,130.0,1.6,Petrol,yes,2007,3,front,Low,9,6-10,Low,14.44,Moderate
1897,ZAZ,1650.0,van,100.0,1.2,Gas,yes,2004,110557,front,Low,12,10-29,Low,8.33,Low
1898,Mercedes-Benz,9999.0,sedan,80.0,2.3,Petrol,yes,2002,C-Class,rear,Moderate,14,10-29,Low,5.71,Low
1899,Skoda,9900.0,hatch,198.0,1.6,Gas,yes,2007,Octavia A5,front,Low,9,6-10,Low,22.0,High
1900,Chevrolet,5700.0,hatch,140.0,1.8,Petrol,yes,2006,Lacetti,front,Low,10,6-10,Low,14.0,Moderate
1901,Subaru,44500.0,crossover,0.0,2.0,Diesel,yes,2016,Outback,full,Low,0,0-1,Moderate,0.0,Low
1903,Chevrolet,10000.0,sedan,83.0,1.8,Gas,yes,2011,Cruze,front,Low,5,3-6,Low,16.6,High
1904,Hyundai,53000.0,van,1.0,2.5,Diesel,yes,2016,H1 пасс.,full,Moderate,0,0-1,High,0.0,Low
1905,Mercedes-Benz,8800.0,sedan,330.0,5.0,Petrol,yes,2000,S 500,rear,High,16,10-29,Low,20.62,High
1906,BMW,7000.0,sedan,286.0,2.8,Petrol,yes,2001,520,rear,Moderate,15,10-29,Low,19.07,High
1907,BMW,7000.0,other,226.0,2.5,Petrol,yes,1999,525,rear,Moderate,17,10-29,Low,13.29,Moderate
1908,Volkswagen,45000.0,sedan,90.0,3.0,Diesel,yes,2011,Phaeton,full,Moderate,5,3-6,Moderate,18.0,High
1909,Peugeot,8450.0,van,95.0,1.6,Diesel,yes,2012,Partner груз.,front,Low,4,3-6,Low,23.75,High
1910,Toyota,64000.0,crossover,128.0,4.5,Diesel,yes,2013,Land Cruiser 200,full,High,3,1-3,High,42.67,Extreme
1911,Skoda,6650.0,hatch,129.0,1.4,Petrol,yes,2008,Fabia,front,Low,8,6-10,Low,16.12,High
1912,Audi,43000.0,other,11.0,1.8,Petrol,yes,2015,A6,front,Low,1,0-1,Moderate,11.0,Moderate
1913,Hyundai,11500.0,sedan,65.0,1.6,Petrol,yes,2011,Elantra,front,Low,5,3-6,Moderate,13.0,Moderate
1914,Daewoo,4650.0,hatch,75.0,1.5,Petrol,yes,2011,Lanos,front,Low,5,3-6,Low,15.0,Moderate
1915,Mercedes-Benz,4000.0,sedan,460.0,2.0,Petrol,yes,1991,E-Class,rear,Low,25,10-29,Low,18.4,High
1916,Opel,3000.0,sedan,276.0,1.9,Diesel,yes,1993,Vectra A,front,Low,23,10-29,Low,12.0,Moderate
1917,Honda,5500.0,crossover,240.0,2.0,Petrol,yes,1999,CR-V,full,Low,17,10-29,Low,14.12,Moderate
1918,VAZ,4999.0,vagon,58.0,1.6,Petrol,yes,2011,2111,front,Low,5,3-6,Low,11.6,Moderate
1919,Volkswagen,5200.0,van,442.0,2.4,Diesel,yes,1992,T4 (Transporter) пасс.,front,Moderate,24,10-29,Low,18.42,High
1920,Opel,11700.0,van,137.0,2.0,Diesel,yes,2012,Vivaro груз.,front,Low,4,3-6,Moderate,34.25,Extreme
1921,Honda,8300.0,sedan,160.0,2.0,Petrol,yes,2004,Accord,front,Low,12,10-29,Low,13.33,Moderate
1922,Volkswagen,12700.0,van,213.0,2.0,Diesel,yes,2012,T5 (Transporter) груз,front,Low,4,3-6,Moderate,53.25,Extreme
1923,SsangYong,12700.0,crossover,110.0,2.7,Diesel,yes,2008,Rexton II,full,Moderate,8,6-10,Moderate,13.75,Moderate
1924,Peugeot,11700.0,vagon,100.0,1.6,Diesel,yes,2013,308,front,Low,3,1-3,Moderate,33.33,Extreme
1925,Honda,19600.0,sedan,69.0,2.4,Petrol,yes,2012,Accord,front,Moderate,4,3-6,Moderate,17.25,High
1926,Toyota,24500.0,crossover,260.0,4.7,Gas,yes,2003,Land Cruiser 100,full,High,13,10-29,Moderate,20.0,High
1927,Skoda,22800.0,sedan,72.0,1.8,Petrol,yes,2013,Superb,front,Low,3,1-3,Moderate,24.0,High
1929,Mercedes-Benz,39900.0,crossover,126.0,5.5,Petrol,yes,2010,GL 500,full,High,6,3-6,Moderate,21.0,High
1930,Chevrolet,59999.0,other,1.0,2.0,Petrol,yes,2016,Camaro,rear,Low,0,0-1,High,0.0,Low
1931,Suzuki,7300.0,hatch,84.0,1.3,Petrol,yes,2008,Swift,front,Low,8,6-10,Low,10.5,Moderate
1932,Honda,8800.0,sedan,240.0,2.0,Petrol,yes,2005,Accord,front,Low,11,10-29,Low,21.82,High
1933,Volkswagen,21000.0,hatch,22.0,1.2,Other,yes,2014,Golf VII,front,Low,2,1-3,Moderate,11.0,Moderate
1934,Opel,1650.0,vagon,296.0,2.0,Diesel,no,2001,Astra G,front,Low,15,10-29,Low,19.73,High
1935,Chevrolet,6999.0,sedan,132.0,2.0,Gas,yes,2007,Epica,front,Low,9,6-10,Low,14.67,Moderate
1936,Toyota,25800.0,sedan,58.0,2.5,Petrol,yes,2015,Camry,front,Moderate,1,0-1,Moderate,58.0,Extreme
1937,Suzuki,9200.0,crossover,128.0,2.0,Petrol,yes,2006,Grand Vitara,full,Low,10,6-10,Low,12.8,Moderate
1938,Peugeot,4150.0,other,130.0,1.9,Diesel,yes,2006,Partner пасс.,front,Low,10,6-10,Low,13.0,Moderate
1939,Mitsubishi,9800.0,crossover,92.0,2.0,Petrol,yes,2008,Outlander,full,Low,8,6-10,Low,11.5,Moderate
1940,Toyota,23400.0,sedan,69.0,2.5,Gas,yes,2014,Camry,front,Moderate,2,1-3,Moderate,34.5,Extreme
1941,Audi,18500.0,sedan,137.0,3.0,Petrol,yes,2009,A6,front,Moderate,7,6-10,Moderate,19.57,High
1942,Toyota,45500.0,crossover,65.0,4.0,Gas,yes,2010,FJ Cruiser,full,Moderate,6,3-6,Moderate,10.83,Moderate
1943,Kia,26900.0,crossover,76.0,2.2,Diesel,yes,2013,Sorento,full,Moderate,3,1-3,Moderate,25.33,Extreme
1944,Audi,4500.0,vagon,206.0,2.5,Diesel,no,2003,A6,full,Moderate,13,10-29,Low,15.85,High
1945,Peugeot,17800.0,sedan,90.0,2.0,Diesel,yes,2013,508,front,Low,3,1-3,Moderate,30.0,Extreme
1946,Chevrolet,6300.0,sedan,120.0,1.6,Petrol,yes,2007,Lacetti,front,Low,9,6-10,Low,13.33,Moderate
1947,Toyota,28500.0,sedan,16.0,2.5,Petrol,yes,2015,Camry,front,Moderate,1,0-1,Moderate,16.0,High
1948,Volkswagen,16800.0,vagon,149.0,1.4,Gas,yes,2013,Passat B7,front,Low,3,1-3,Moderate,49.67,Extreme
1949,Volkswagen,23999.0,sedan,0.0,1.6,Diesel,yes,2016,Jetta,front,Low,0,0-1,Moderate,0.0,Low
1950,Honda,19700.0,sedan,73.0,2.4,Gas,yes,2012,Accord,front,Moderate,4,3-6,Moderate,18.25,High
1951,BMW,2999.0,sedan,210.0,2.0,Other,no,1999,320,rear,Low,17,10-29,Low,12.35,Moderate
1952,Mercedes-Benz,29500.0,crossover,180.0,3.2,Diesel,yes,2008,GL 320,full,Moderate,8,6-10,Moderate,22.5,High
1953,Lexus,19999.0,sedan,82.0,4.6,Petrol,yes,2008,LS 460,front,High,8,6-10,Moderate,10.25,Moderate
1954,Kia,11500.0,sedan,47.0,1.4,Petrol,yes,2013,Rio,front,Low,3,1-3,Moderate,15.67,High
